,age,job,marital,education,balance,housing,duration,campaign,approval
2782,41.0,9,1,1,64,1,210.0,2,0
2783,34.0,9,2,2,632,0,215.0,10,0
2784,35.0,9,2,1,5731,1,164.0,2,0
2785,41.0,9,1,1,902,0,35.0,6,0
2786,28.0,1,2,1,6307,1,615.0,1,0
2787,53.0,4,0,1,112,0,246.0,3,0
2788,35.0,7,1,1,0,0,42.0,1,0
2789,33.0,0,2,2,621,0,217.0,1,0
2790,37.0,9,2,1,435,1,210.0,1,0
2791,32.0,9,1,1,782,1,116.0,4,0
2792,32.0,1,1,1,478,1,200.0,1,0
2793,54.0,7,1,3,7864,1,145.0,4,0
2794,44.0,1,1,1,1910,1,41.0,1,0
2795,36.0,9,0,2,1174,1,192.0,2,0
2796,56.0,0,1,1,1270,1,80.0,2,0
2797,30.0,4,2,2,18,0,121.0,11,0
2798,36.0,1,1,1,141,1,106.0,3,0
2799,43.0,4,1,2,2886,0,230.0,1,0
2800,40.0,9,1,1,2715,1,125.0,2,0
2801,32.0,9,2,2,1100,1,67.0,1,0
2802,34.0,1,1,1,516,1,26.0,1,0
2803,37.0,7,1,1,1,0,395.0,2,0
2804,28.0,0,2,1,775,0,603.0,2,0
2805,35.0,11,1,0,634,0,185.0,2,0
2806,53.0,1,2,1,5715,0,287.0,2,0
2807,60.0,0,1,3,1088,1,149.0,1,0
2808,40.0,2,1,1,1532,1,173.0,7,0
2809,57.0,5,1,0,75,0,118.0,2,0
2810,29.0,9,2,1,103,0,314.0,1,0
2811,44.0,1,1,0,134,1,378.0,1,0
2812,41.0,0,2,1,748,0,94.0,7,0
2813,47.0,9,1,1,1990,1,108.0,4,0
2814,43.0,9,1,2,192,0,203.0,2,0
2815,37.0,9,2,1,267,0,121.0,1,0
2816,34.0,9,2,2,586,1,489.0,2,0
2817,30.0,1,2,1,648,1,287.0,1,0
2818,57.0,2,0,1,25,1,652.0,1,0
2819,26.0,0,2,1,96,1,612.0,2,0
2820,34.0,4,1,2,1116,1,53.0,5,0
2821,46.0,9,0,1,-90,0,270.0,1,1
2822,38.0,2,1,2,170,1,442.0,1,1
2823,37.0,9,2,1,3665,0,664.0,3,1
2824,28.0,4,2,2,2380,0,394.0,2,0
2825,57.0,1,1,0,179,0,230.0,3,0
2826,39.0,4,1,2,763,1,877.0,7,1
2827,49.0,7,1,1,320,0,1971.0,4,1
2828,38.0,9,1,1,1960,1,161.0,2,0
2829,27.0,1,1,1,818,1,188.0,5,0
2830,30.0,0,1,1,2678,1,23.0,5,0
2831,38.0,0,1,2,1980,0,176.0,2,0
2832,36.0,4,1,2,1582,0,26.0,2,0
2833,38.0,5,2,3,62,0,212.0,1,0
2834,59.0,3,1,0,235,0,119.0,2,0
2835,37.0,4,1,2,489,1,205.0,5,0
2836,29.0,6,1,2,3931,1,73.0,4,0
2837,43.0,1,1,1,699,1,1258.0,2,1
2838,33.0,9,1,1,58,1,57.0,2,0
2839,54.0,3,0,1,1327,0,115.0,2,0
2840,55.0,7,1,1,557,0,58.0,1,0
2841,32.0,9,2,2,741,1,238.0,1,0
2842,48.0,4,1,0,3230,1,207.0,3,0
2843,33.0,4,2,2,1439,1,178.0,2,0
2844,46.0,0,1,1,120,1,20.0,11,0
2845,44.0,4,1,2,1058,0,188.0,3,1
2846,47.0,1,1,0,881,1,143.0,1,0
2847,38.0,9,1,1,6728,0,232.0,1,1
2848,80.0,5,1,1,462,0,127.0,2,0
2849,40.0,6,1,1,167,1,380.0,4,0
2850,43.0,2,1,2,1574,1,167.0,3,0
2851,32.0,9,2,2,1625,0,796.0,1,1
2852,39.0,4,1,2,562,0,303.0,2,0
2853,33.0,9,1,1,9305,1,407.0,2,0
2854,31.0,9,2,1,35,0,229.0,1,0
2855,36.0,4,2,2,0,0,108.0,2,0
2856,35.0,4,2,2,2486,1,265.0,1,0
2857,25.0,7,2,1,368,0,168.0,1,0
2858,33.0,4,2,1,1558,1,97.0,1,0
2859,23.0,1,2,0,8627,1,169.0,1,0
2860,31.0,4,2,2,2590,0,103.0,2,0
2861,36.0,4,1,2,0,1,599.0,3,0
2862,44.0,9,2,2,900,1,322.0,2,0
2863,31.0,4,3,2,385,1,304.0,1,0
2864,55.0,1,1,0,1649,1,52.0,3,0
2865,51.0,3,0,1,9228,0,655.0,4,1
2866,36.0,0,1,1,0,1,101.0,2,0
2867,27.0,10,2,2,1,0,65.0,2,0
2868,40.0,7,1,1,771,1,173.0,4,0
2869,49.0,7,1,1,280,1,162.0,3,0
2870,59.0,5,1,0,46,0,78.0,2,0
2871,32.0,4,1,2,2431,1,646.0,5,1
2872,42.0,5,2,2,308,0,114.0,2,0
2873,35.0,4,0,2,160,1,141.0,6,0
2874,29.0,1,2,1,555,1,133.0,4,0
2875,29.0,9,2,1,778,1,1994.0,2,0
2876,37.0,1,2,1,48,0,140.0,2,0
2877,49.0,0,1,0,169,1,82.0,3,0
2878,51.0,7,0,1,12,1,150.0,1,0
2879,61.0,3,1,0,848,0,605.0,1,0
2880,43.0,4,1,1,481,1,164.0,1,0
2881,42.0,7,1,2,12223,1,36.0,1,0
2882,24.0,1,1,1,-254,1,290.0,2,0
2883,46.0,6,1,2,1148,0,104.0,2,0
2884,23.0,0,2,1,5,0,413.0,1,0
2885,26.0,7,2,1,50,1,153.0,1,0
2886,43.0,1,0,0,92,1,237.0,2,0
2887,35.0,9,2,2,470,1,743.0,13,1
2888,38.0,9,1,1,0,0,82.0,4,0
2889,56.0,10,0,0,109,0,924.0,4,0
2890,31.0,7,1,1,440,1,117.0,3,0
2891,32.0,4,2,2,0,0,550.0,4,1
2892,28.0,7,2,1,2685,0,5.0,1,0
2893,26.0,0,0,1,-3,1,181.0,5,0
2894,49.0,4,1,2,7007,0,325.0,2,0
2895,33.0,0,1,1,220,1,345.0,1,0
2896,80.0,5,1,0,1548,0,331.0,2,0
2897,40.0,1,1,1,326,1,112.0,1,0
2898,42.0,9,0,1,0,1,115.0,6,0
2899,46.0,1,1,1,123,0,381.0,3,0
2900,32.0,4,2,2,697,0,119.0,1,0
2901,37.0,7,2,2,223,1,25.0,1,0
2902,32.0,8,1,1,1694,1,929.0,1,0
2903,53.0,4,1,2,4446,1,429.0,1,0
2904,39.0,4,1,2,894,1,491.0,1,0
2905,31.0,9,0,1,202,1,146.0,1,0
2906,34.0,4,2,2,0,0,191.0,2,0
2907,44.0,9,1,2,1707,0,406.0,3,0
2908,35.0,9,1,1,13658,1,220.0,2,0
2909,39.0,0,1,1,406,0,253.0,5,0
2910,55.0,7,1,1,96,0,340.0,2,0
2911,34.0,3,1,1,0,1,154.0,1,1
2912,39.0,9,1,2,-276,0,121.0,4,0
2913,58.0,5,1,1,413,0,104.0,5,0
2914,37.0,1,1,0,655,1,127.0,2,0
2915,56.0,5,0,0,694,0,144.0,1,1
2916,32.0,0,2,1,10218,1,149.0,2,0
2917,41.0,9,2,2,1646,1,261.0,1,1
2918,29.0,0,2,2,14,0,87.0,1,0
2919,44.0,4,1,2,7635,0,719.0,5,0
2920,24.0,1,1,1,9,1,292.0,7,0
2921,43.0,4,2,1,1029,1,145.0,1,0
2922,26.0,0,1,2,2855,0,52.0,3,0
2923,39.0,0,1,1,260,1,146.0,1,0
2924,49.0,1,1,1,2039,1,451.0,1,1
2925,52.0,1,0,0,-97,1,167.0,4,0
2926,33.0,1,1,2,1465,0,98.0,4,0
2927,30.0,1,1,1,125,1,238.0,2,0
2928,32.0,9,2,2,930,0,85.0,7,0
2929,27.0,4,2,2,0,1,323.0,4,0
2930,58.0,1,1,0,73,0,116.0,1,0
2931,46.0,5,1,0,-35,1,304.0,3,0
2932,28.0,4,2,2,1351,0,267.0,1,0
2933,39.0,7,1,0,1601,1,201.0,2,0
2934,41.0,7,1,3,88,1,105.0,1,0
2935,38.0,7,1,1,435,1,193.0,2,0
2936,50.0,10,0,1,717,1,113.0,1,0
2937,56.0,7,1,1,705,1,151.0,2,0
2938,34.0,9,1,1,1553,0,200.0,2,0
2939,33.0,1,0,1,-131,1,145.0,1,0
2940,61.0,9,1,1,1191,0,214.0,4,1
2941,36.0,0,2,1,47,0,36.0,6,0
2942,34.0,9,1,2,544,1,58.0,2,0
2943,36.0,1,1,1,688,1,174.0,2,0
2944,45.0,4,1,2,242,0,587.0,1,1
2945,27.0,8,2,2,118,0,112.0,1,0
2946,45.0,0,1,1,-388,1,175.0,2,0
2947,40.0,6,1,2,1603,0,279.0,1,0
2948,36.0,4,2,1,1511,1,270.0,1,1
2949,46.0,1,1,0,147,1,116.0,2,0
2950,37.0,2,1,2,836,1,129.0,2,0
2951,36.0,9,1,1,55,1,38.0,2,0
2952,37.0,0,1,1,1123,0,138.0,1,0
2953,22.0,8,2,2,691,0,338.0,1,1
2954,51.0,7,3,1,0,0,565.0,3,0
2955,49.0,9,1,1,12531,0,77.0,8,0
2956,35.0,4,1,2,552,1,314.0,2,0
2957,50.0,3,1,0,0,0,179.0,2,0
2958,31.0,7,1,2,309,1,294.0,1,0
2959,47.0,7,2,1,33,1,298.0,1,0
2960,59.0,1,1,1,681,1,427.0,2,0
2961,32.0,1,1,1,1787,1,87.0,4,0
2962,71.0,5,1,2,14220,1,397.0,1,1
2963,31.0,4,2,2,12569,0,344.0,1,1
2964,41.0,1,1,0,4,0,74.0,5,0
2965,35.0,1,1,0,3587,1,148.0,4,0
2966,36.0,4,1,2,254,0,161.0,3,0
2967,46.0,1,0,0,1712,0,110.0,1,0
2968,46.0,1,1,1,4855,1,1529.0,1,0
2969,47.0,9,1,2,2408,0,236.0,1,0
2970,35.0,4,2,2,252,1,89.0,2,0
2971,37.0,1,1,1,346,1,390.0,1,0
2972,56.0,0,1,1,45,0,1467.0,1,1
2973,46.0,0,1,1,556,1,646.0,3,1
2974,44.0,4,0,2,-710,1,183.0,1,0
2975,48.0,9,2,2,-551,1,168.0,2,0
2976,28.0,1,2,1,56,1,66.0,1,0
2977,38.0,2,1,2,1514,0,160.0,3,0
2978,34.0,4,2,2,178,1,14.0,2,0
2979,56.0,9,1,1,359,1,220.0,4,0
2980,55.0,5,0,1,1580,0,1007.0,1,1
2981,44.0,1,0,1,221,0,149.0,13,0
2982,38.0,9,1,2,1161,1,665.0,1,0
2983,53.0,5,1,1,1278,1,174.0,3,0
2984,41.0,0,2,2,982,0,105.0,1,0
2985,34.0,9,2,1,16,0,990.0,1,1
2986,34.0,4,2,2,1,0,582.0,1,0
2987,35.0,7,1,1,128,1,136.0,1,0
2988,338.0,2,2,1,2543,0,223.0,1,1
2989,42.0,2,1,2,42045,0,205.0,2,0
2990,56.0,1,1,0,828,1,214.0,1,0
2991,37.0,4,0,2,0,1,217.0,6,0
2992,47.0,3,1,1,3940,1,171.0,2,0
2993,29.0,1,1,1,125,1,50.0,1,0
2994,41.0,4,1,2,140,1,65.0,3,0
2995,43.0,9,2,1,593,1,55.0,1,0
2996,38.0,6,1,1,746,0,256.0,3,0
2997,31.0,9,1,1,589,1,151.0,1,0
2998,32.0,4,2,2,2343,0,226.0,1,0
2999,40.0,4,1,2,294,1,97.0,5,0
3000,45.0,0,1,1,644,0,92.0,1,0
3001,43.0,4,1,1,-26,1,343.0,1,0
3002,27.0,7,2,1,3354,1,493.0,5,0
3003,33.0,4,2,2,23,0,216.0,3,0
3004,37.0,0,1,1,7,1,224.0,7,0
3005,60.0,0,1,1,3735,0,190.0,1,1
3006,51.0,6,1,3,2094,0,458.0,6,1
3007,44.0,1,1,1,508,1,222.0,1,0
3008,48.0,4,1,3,0,1,612.0,1,0
3009,57.0,1,1,0,93,1,137.0,1,0
3010,29.0,9,2,2,0,1,104.0,2,0
3011,50.0,7,1,1,26394,0,206.0,4,0
3012,36.0,7,1,1,-11,1,172.0,28,0
3013,49.0,9,1,2,523,1,152.0,2,1
3014,49.0,9,1,1,-74,1,114.0,1,0
3015,35.0,4,1,2,0,0,89.0,1,0
3016,39.0,9,2,1,122,1,158.0,1,0
3017,34.0,1,1,0,351,0,326.0,11,0
3018,57.0,6,1,1,35,0,215.0,3,0
3019,37.0,9,0,1,2610,1,53.0,1,0
3020,25.0,7,2,1,64,0,71.0,11,0
3021,43.0,1,1,0,60,0,487.0,2,0
3022,37.0,1,1,1,342,1,340.0,2,0
3023,36.0,1,2,2,1830,0,183.0,1,0
3024,49.0,4,0,2,1904,0,131.0,2,0
3025,38.0,4,2,2,16957,1,208.0,1,0
3026,39.0,4,0,2,26,0,311.0,5,0
3027,40.0,4,1,2,0,0,147.0,1,1
3028,34.0,0,1,1,79,1,83.0,1,0
3029,39.0,1,1,0,2303,1,775.0,3,1
3030,53.0,1,1,1,65,0,25.0,18,0
3031,44.0,4,1,2,332,1,497.0,5,0
3032,32.0,9,0,1,-399,1,180.0,1,0
3033,50.0,9,0,1,-54,1,698.0,2,1
3034,29.0,7,1,0,-102,0,134.0,1,0
3035,55.0,10,1,2,4809,1,223.0,2,0
3036,73.0,5,1,0,279,0,399.0,3,1
3037,52.0,9,1,1,11,1,420.0,1,0
3038,49.0,7,1,1,2201,1,233.0,3,0
3039,63.0,5,1,0,8044,0,702.0,1,0
3040,34.0,0,1,1,2374,1,161.0,1,1
3041,32.0,0,2,1,92,1,110.0,1,0
3042,49.0,3,1,2,443,0,27.0,6,0
3043,40.0,1,1,0,1397,1,58.0,2,0
3044,53.0,2,1,3,7,0,68.0,1,0
3045,53.0,9,1,2,3177,0,92.0,2,0
3046,43.0,1,1,0,232,0,45.0,1,0
3047,35.0,4,2,1,81,1,79.0,1,0
3048,35.0,7,2,1,414,1,11.0,5,0
3049,25.0,8,2,2,1433,1,520.0,1,0
3050,31.0,9,2,3,187,0,86.0,1,0
3051,48.0,4,1,2,0,0,16.0,16,0
3052,40.0,3,1,1,4610,0,154.0,2,0
3053,46.0,1,1,0,1429,1,91.0,1,0
3054,30.0,7,2,1,334,0,389.0,2,0
3055,47.0,7,1,1,2,0,71.0,15,0
3056,23.0,7,2,1,500,1,111.0,3,0
3057,29.0,9,1,2,43,1,68.0,2,0
3058,38.0,9,1,1,4030,1,75.0,2,0
3059,56.0,3,1,0,306,0,212.0,1,0
3060,52.0,0,1,1,0,0,91.0,2,0
3061,55.0,5,1,1,168,0,79.0,2,0
3062,43.0,2,1,2,210,0,646.0,2,0
3063,34.0,1,1,1,518,1,206.0,1,0
3064,43.0,4,2,2,1696,1,257.0,1,1
3065,55.0,7,1,1,-31,0,81.0,2,0
3066,34.0,1,1,1,856,1,470.0,1,0
3067,34.0,4,2,2,318,1,133.0,2,0
3068,43.0,6,1,2,64,0,230.0,2,0
3069,39.0,1,1,0,800,1,76.0,6,0
3070,39.0,9,2,3,75,0,26.0,1,0
3071,34.0,9,2,1,347,1,154.0,2,0
3072,55.0,4,1,2,2366,1,94.0,4,0
3073,67.0,5,1,2,701,0,254.0,2,1
3074,34.0,2,1,2,475,1,1156.0,1,0
3075,47.0,1,1,1,3285,0,248.0,5,0
3076,33.0,1,1,0,925,0,884.0,3,0
3077,45.0,2,1,1,128,0,275.0,2,0
3078,36.0,1,1,1,1587,1,200.0,2,0
3079,59.0,9,0,1,879,1,228.0,1,0
3080,33.0,7,1,1,478,0,475.0,2,1
3081,52.0,9,0,1,280,0,393.0,5,0
3082,53.0,1,1,0,1868,0,156.0,4,0
3083,41.0,10,1,0,819,0,244.0,3,0
3084,45.0,1,1,1,4646,1,118.0,1,0
3085,60.0,6,2,1,27,0,40.0,2,0
3086,32.0,1,1,1,736,1,700.0,3,0
3087,28.0,4,2,2,224,1,97.0,3,0
3088,31.0,9,2,1,2544,0,252.0,1,1
3089,53.0,1,1,1,427,0,360.0,4,0
3090,58.0,4,1,2,2764,0,235.0,1,0
3091,38.0,1,1,1,376,1,1521.0,1,0
3092,46.0,4,1,2,523,1,105.0,4,0
3093,53.0,2,1,2,71,0,86.0,1,0
3094,56.0,5,1,1,3948,0,484.0,1,0
3095,52.0,7,2,1,1810,0,117.0,1,0
3096,38.0,9,1,1,994,0,119.0,1,0
3097,37.0,7,1,0,52,1,359.0,1,0
3098,37.0,1,1,0,11,0,109.0,8,0
3099,37.0,9,1,1,0,0,236.0,1,0
3100,66.0,5,1,0,747,0,203.0,3,0
3101,44.0,1,1,0,2657,1,202.0,2,0
3102,61.0,5,1,1,313,0,42.0,1,0
3103,34.0,0,1,1,61,0,21.0,1,0
3104,33.0,0,2,1,2557,1,186.0,1,0
3105,30.0,7,0,1,0,1,172.0,1,0
3106,27.0,7,0,1,10,1,527.0,1,0
3107,37.0,7,1,1,658,1,175.0,1,0
3108,38.0,1,1,0,1679,1,21.0,18,0
3109,35.0,4,2,2,0,0,370.0,4,0
3110,50.0,9,1,1,841,1,54.0,2,0
3111,39.0,4,1,1,0,1,63.0,3,0
3112,35.0,4,1,1,1160,1,116.0,3,0
3113,36.0,0,0,1,-37,1,151.0,1,0
3114,28.0,7,2,1,94,1,300.0,1,0
3115,39.0,6,1,2,585,1,48.0,1,0
3116,39.0,6,1,1,235,0,217.0,1,0
3117,30.0,1,2,1,2145,1,727.0,2,1
3118,32.0,7,1,1,1464,1,193.0,1,0
3119,28.0,9,1,1,232,1,72.0,1,0
3120,47.0,9,1,0,187,1,165.0,1,0
3121,53.0,4,1,2,12,0,345.0,10,0
3122,57.0,1,1,0,318,1,206.0,2,0
3123,47.0,7,1,1,405,0,994.0,2,1
3124,56.0,4,1,2,334,1,127.0,2,0
3125,38.0,0,1,0,0,1,29.0,32,0
3126,52.0,1,1,0,2,0,70.0,3,0
3127,46.0,9,1,1,966,1,40.0,2,0
3128,57.0,1,1,0,195,0,185.0,4,0
3129,42.0,1,0,3,0,0,64.0,2,0
3130,57.0,10,1,1,0,0,97.0,1,0
3131,51.0,3,1,1,260,0,316.0,5,0
3132,53.0,6,1,2,451,1,125.0,1,0
3133,37.0,1,1,0,3242,1,233.0,1,0
3134,47.0,6,0,1,8515,1,14.0,7,0
3135,48.0,4,1,2,1808,1,245.0,1,1
3136,39.0,1,1,0,20,1,109.0,1,0
3137,42.0,1,1,1,3068,1,429.0,2,0
3138,36.0,4,1,2,23,0,133.0,11,0
3139,34.0,9,2,1,1076,0,70.0,2,0
3140,61.0,5,1,0,1060,1,118.0,1,0
3141,32.0,0,2,1,678,1,1579.0,1,1
3142,35.0,1,2,0,1147,1,29.0,1,0
3143,54.0,1,1,1,-630,0,173.0,1,0
3144,31.0,4,1,2,459,0,13.0,14,0
3145,45.0,9,0,1,976,1,183.0,1,0
3146,32.0,3,1,2,357,1,175.0,2,0
3147,52.0,10,1,1,-9,0,123.0,1,0
3148,36.0,0,2,1,1927,1,288.0,1,0
3149,31.0,7,1,1,500,1,19.0,18,0
3150,53.0,9,1,1,9146,0,136.0,4,0
3151,43.0,2,1,1,59,0,437.0,2,0
3152,47.0,3,1,0,0,0,1225.0,2,0
3153,46.0,1,1,0,328,1,526.0,8,0
3154,34.0,4,0,1,291,0,91.0,2,0
3155,55.0,9,2,2,-703,1,123.0,3,0
3156,23.0,0,2,1,589,1,62.0,1,0
3157,75.0,1,1,1,6053,0,865.0,2,0
3158,58.0,0,1,1,1142,0,82.0,3,0
3159,35.0,0,1,1,725,1,219.0,7,0
3160,27.0,4,1,2,802,0,569.0,1,1
3161,24.0,9,1,1,556,1,460.0,2,1
3162,48.0,0,1,1,191,1,238.0,3,0
3163,31.0,9,2,1,373,0,346.0,5,0
3164,57.0,9,1,1,6164,0,161.0,2,0
3165,53.0,4,1,2,37,0,51.0,9,0
3166,42.0,1,1,0,1156,1,37.0,1,0
3167,50.0,2,1,1,806,1,141.0,8,0
3168,59.0,0,1,1,2381,0,173.0,2,0
3169,38.0,7,1,1,-314,1,66.0,2,0
3170,39.0,1,1,1,285,1,209.0,1,0
3171,28.0,1,2,0,1199,1,1011.0,20,0
3172,55.0,4,0,2,481,1,147.0,2,0
3173,33.0,9,2,2,137,0,88.0,4,0
3174,36.0,1,2,1,168,1,52.0,1,0
3175,38.0,0,0,1,156,1,544.0,3,0
3176,28.0,0,2,1,4745,0,360.0,1,1
3177,32.0,4,2,2,11797,1,95.0,2,0
3178,35.0,0,1,1,786,0,322.0,1,0
3179,58.0,9,1,0,4015,0,106.0,3,0
3180,30.0,7,1,1,0,1,20.0,1,0
3181,33.0,1,1,1,331,1,178.0,7,0
3182,36.0,1,1,1,1554,1,325.0,4,0
3183,32.0,7,1,1,132,1,343.0,2,0
3184,34.0,4,2,2,5086,0,213.0,4,1
3185,42.0,0,1,1,529,1,193.0,3,0
3186,41.0,4,1,2,4824,0,168.0,7,0
3187,63.0,5,1,1,474,0,423.0,1,1
3188,38.0,0,0,2,86,1,218.0,1,0
3189,54.0,1,1,0,2281,1,158.0,1,0
3190,39.0,7,1,1,186,1,433.0,1,0
3191,46.0,1,1,1,137,0,252.0,3,0
3192,37.0,9,1,2,6968,0,175.0,1,0
3193,76.0,5,0,0,86,0,192.0,1,0
3194,28.0,4,2,3,81,0,158.0,1,0
3195,33.0,7,1,0,6904,0,114.0,2,0
3196,46.0,6,1,2,137,1,246.0,1,0
3197,30.0,8,2,1,25,0,44.0,1,0
3198,60.0,4,1,2,759,0,136.0,2,0
3199,56.0,3,1,2,1922,1,247.0,2,0
3200,24.0,8,2,3,3298,1,227.0,1,0
3201,58.0,5,1,1,764,0,219.0,4,0
3202,79.0,5,1,0,8556,0,326.0,2,1
3203,32.0,1,1,1,3514,1,226.0,2,0
3204,33.0,7,1,0,0,1,351.0,2,0
3205,77.0,5,1,0,680,0,341.0,4,0
3206,60.0,3,1,0,0,0,124.0,1,0
3207,54.0,4,1,2,2819,0,123.0,3,0
3208,30.0,1,1,0,-518,1,244.0,6,0
3209,50.0,7,1,1,60,0,151.0,8,0
3210,50.0,4,1,1,732,0,736.0,7,0
3211,37.0,9,1,1,2707,1,109.0,1,0
3212,41.0,9,1,2,177,1,117.0,2,0
3213,49.0,0,1,1,13229,0,77.0,2,0
3214,41.0,1,1,0,-204,1,42.0,1,0
3215,40.0,9,1,1,990,1,252.0,3,0
3216,38.0,1,1,1,648,1,179.0,1,0
3217,34.0,9,1,1,50,0,106.0,3,0
3218,49.0,2,1,1,1916,0,281.0,3,0
3219,72.0,5,1,0,763,0,384.0,2,1
3220,34.0,1,1,1,470,1,217.0,1,0
3221,31.0,9,1,1,0,0,144.0,4,0
3222,33.0,1,2,1,5739,1,374.0,1,0
3223,31.0,4,1,2,0,0,298.0,1,0
3224,55.0,4,1,2,-375,0,814.0,2,1
3225,25.0,10,1,1,157,1,33.0,31,0
3226,34.0,4,1,2,1518,1,128.0,2,0
3227,53.0,4,1,2,1343,0,129.0,4,0
3228,39.0,4,2,2,-401,1,274.0,4,0
3229,41.0,4,1,0,5310,1,984.0,1,1
3230,32.0,1,2,1,2285,1,413.0,2,0
3231,29.0,0,1,1,22171,1,44.0,1,0
3232,56.0,4,1,2,856,1,70.0,4,0
3233,19.0,8,2,3,1169,0,463.0,18,0
3234,39.0,4,2,2,3797,0,96.0,2,0
3235,32.0,1,2,1,53,1,276.0,1,0
3236,43.0,1,1,0,2519,1,257.0,2,0
3237,32.0,2,1,0,795,0,131.0,3,0
3238,53.0,0,0,1,0,1,586.0,2,0
3239,52.0,1,1,1,2087,1,267.0,1,1
3240,43.0,9,2,1,34,0,29.0,1,0
3241,48.0,9,1,1,5,0,65.0,6,0
3242,27.0,9,2,1,15,1,67.0,3,0
3243,27.0,4,2,2,390,0,190.0,1,0
3244,51.0,4,1,4,712,0,287.0,2,0
3245,39.0,0,2,2,2600,1,77.0,1,0
3246,33.0,1,1,1,-241,1,169.0,1,0
3247,50.0,1,0,0,1545,1,25.0,1,0
3248,59.0,5,0,1,1026,0,669.0,1,1
3249,58.0,3,1,0,435,1,122.0,6,0
3250,54.0,9,1,2,876,0,269.0,3,1
3251,60.0,1,1,1,1801,0,167.0,1,0
3252,38.0,4,1,2,2278,1,244.0,1,0
3253,39.0,1,1,3,157,1,99.0,6,0
3254,40.0,0,1,1,1327,1,76.0,2,0
3255,55.0,1,1,0,284,0,252.0,4,0
3256,36.0,4,1,2,495,0,213.0,3,1
3257,31.0,0,2,1,1588,1,14.0,1,0
3258,38.0,7,1,1,0,1,121.0,2,0
3259,52.0,4,1,1,428,1,153.0,1,0
3260,45.0,0,1,0,542,0,8.0,5,0
3261,32.0,1,1,0,66,0,244.0,1,0
3262,58.0,1,0,1,314,0,67.0,2,0
3263,35.0,4,1,2,24,1,169.0,1,0
3264,36.0,4,2,2,613,0,86.0,2,0
3265,55.0,5,1,1,1467,0,277.0,2,0
3266,45.0,1,1,1,192,1,154.0,5,0
3267,49.0,4,1,1,321,0,135.0,3,0
3268,44.0,1,1,1,788,1,392.0,1,0
3269,37.0,1,0,1,48,1,133.0,2,0
3270,35.0,1,1,1,262,0,96.0,2,0
3271,36.0,1,1,1,4438,1,446.0,1,1
3272,44.0,7,2,1,5045,1,20.0,6,0
3273,32.0,1,2,2,3014,1,291.0,2,0
3274,56.0,4,1,2,21664,0,214.0,8,0
3275,32.0,4,1,2,5878,0,159.0,2,0
3276,35.0,2,1,2,2723,1,275.0,4,0
3277,44.0,4,1,1,576,1,128.0,3,0
3278,59.0,2,1,0,0,0,207.0,2,0
3279,31.0,1,2,2,2197,1,146.0,3,0
3280,60.0,1,1,3,104,1,22.0,1,0
3281,33.0,9,2,1,1279,1,239.0,2,0
3282,45.0,0,1,1,295,1,92.0,1,0
3283,45.0,1,1,0,2128,1,149.0,4,0
3284,57.0,0,1,1,367,0,107.0,2,0
3285,36.0,4,1,2,1477,0,71.0,2,0
3286,30.0,1,2,0,71,1,122.0,6,0
3287,30.0,0,2,1,127,1,16.0,6,0
3288,59.0,10,0,1,2921,0,251.0,1,0
3289,58.0,4,1,2,16264,0,215.0,3,0
3290,49.0,5,1,0,1672,0,128.0,3,0
3291,48.0,9,1,2,9207,0,445.0,3,0
3292,28.0,9,2,2,356,0,76.0,2,0
3293,59.0,4,0,0,133,1,206.0,1,0
3294,40.0,4,1,2,1217,1,155.0,1,0
3295,32.0,9,0,1,202,1,429.0,1,0
3296,58.0,1,1,1,590,0,133.0,1,0
3297,28.0,6,2,2,442,0,474.0,3,1
3298,27.0,9,2,2,808,1,578.0,1,0
3299,38.0,4,2,2,427,1,17.0,3,0
3300,53.0,9,1,2,431,1,74.0,1,0
3301,60.0,7,1,2,4256,1,239.0,3,1
3302,33.0,4,0,2,0,1,275.0,8,0
3303,52.0,7,0,1,238,1,101.0,1,0
3304,64.0,5,1,2,846,0,671.0,1,1
3305,40.0,1,2,1,3,0,998.0,1,1
3306,52.0,0,1,1,693,0,271.0,1,0
3307,28.0,8,2,1,0,1,133.0,3,0
3308,49.0,4,1,1,362,1,84.0,2,0
3309,28.0,9,2,1,618,1,281.0,1,0
3310,29.0,9,2,2,2893,1,250.0,1,0
3311,87.0,5,1,0,230,0,144.0,1,1
3312,37.0,4,0,1,1287,1,432.0,1,0
3313,36.0,7,1,0,179,0,411.0,1,0
3314,35.0,6,1,2,980,0,428.0,2,0
3315,33.0,0,1,2,79,1,249.0,2,1
3316,60.0,0,1,1,3043,0,235.0,3,0
3317,25.0,4,2,2,808,0,267.0,2,1
3318,69.0,5,1,1,745,0,595.0,1,0
3319,41.0,8,1,1,1309,0,28.0,4,0
3320,48.0,4,2,1,290,1,257.0,2,0
3321,35.0,1,0,0,1792,1,630.0,6,1
3322,30.0,1,2,1,178,1,747.0,5,0
3323,59.0,4,1,2,0,0,87.0,4,0
3324,32.0,4,2,2,537,0,187.0,3,0
3325,28.0,1,2,1,416,1,452.0,2,0
3326,60.0,1,1,0,1472,0,36.0,4,0
3327,36.0,4,1,0,3953,1,277.0,1,0
3328,32.0,4,2,2,112,1,118.0,1,0
3329,34.0,4,0,2,13204,1,197.0,2,0
3330,58.0,1,1,1,0,0,101.0,5,0
3331,53.0,4,1,3,2240,1,282.0,2,1
